frame,timestamp,seconds,source_video_frame,file
87,02:33.87,153.87,4616,frame-087_02m33.87s.jpg
88,02:36.37,156.37,4691,frame-088_02m36.37s.jpg
89,02:40.13,160.13,4804,frame-089_02m40.13s.jpg
90,02:40.97,160.97,4829,frame-090_02m40.97s.jpg
91,02:42.73,162.73,4882,frame-091_02m42.73s.jpg
92,02:44.37,164.37,4931,frame-092_02m44.37s.jpg
93,02:45.67,165.67,4970,frame-093_02m45.67s.jpg
94,02:47.30,167.30,5019,frame-094_02m47.30s.jpg
95,02:49.23,169.23,5077,frame-095_02m49.23s.jpg
96,02:51.60,171.60,5148,frame-096_02m51.60s.jpg
97,02:53.37,173.37,5201,frame-097_02m53.37s.jpg
98,02:54.70,174.70,5241,frame-098_02m54.70s.jpg
99,02:57.30,177.30,5319,frame-099_02m57.30s.jpg
100,03:00.37,180.37,5411,frame-100_03m00.37s.jpg
101,03:03.27,183.27,5498,frame-101_03m03.27s.jpg
102,03:05.10,185.10,5553,frame-102_03m05.10s.jpg
103,03:06.57,186.57,5597,frame-103_03m06.57s.jpg
104,03:08.13,188.13,5644,frame-104_03m08.13s.jpg
105,03:11.47,191.47,5744,frame-105_03m11.47s.jpg
106,03:13.83,193.83,5815,frame-106_03m13.83s.jpg
107,03:14.57,194.57,5837,frame-107_03m14.57s.jpg
108,03:15.00,195.00,5850,frame-108_03m15.00s.jpg
109,03:17.13,197.13,5914,frame-109_03m17.13s.jpg
110,03:18.47,198.47,5954,frame-110_03m18.47s.jpg
111,03:19.90,199.90,5997,frame-111_03m19.90s.jpg
112,03:21.60,201.60,6048,frame-112_03m21.60s.jpg
113,03:23.67,203.67,6110,frame-113_03m23.67s.jpg
114,03:24.53,204.53,6136,frame-114_03m24.53s.jpg
115,03:26.17,206.17,6185,frame-115_03m26.17s.jpg
116,03:27.00,207.00,6210,frame-116_03m27.00s.jpg
117,03:28.53,208.53,6256,frame-117_03m28.53s.jpg
118,03:30.07,210.07,6302,frame-118_03m30.07s.jpg
119,03:32.30,212.30,6369,frame-119_03m32.30s.jpg
120,03:34.60,214.60,6438,frame-120_03m34.60s.jpg
121,03:38.53,218.53,6556,frame-121_03m38.53s.jpg
122,03:41.43,221.43,6643,frame-122_03m41.43s.jpg
123,03:45.13,225.13,6754,frame-123_03m45.13s.jpg
124,03:46.83,226.83,6805,frame-124_03m46.83s.jpg
125,03:49.10,229.10,6873,frame-125_03m49.10s.jpg
126,03:51.47,231.47,6944,frame-126_03m51.47s.jpg
127,03:52.00,232.00,6960,frame-127_03m52.00s.jpg
128,03:52.63,232.63,6979,frame-128_03m52.63s.jpg
129,03:53.80,233.80,7014,frame-129_03m53.80s.jpg
130,03:55.30,235.30,7059,frame-130_03m55.30s.jpg
131,03:56.17,236.17,7085,frame-131_03m56.17s.jpg
132,03:56.73,236.73,7102,frame-132_03m56.73s.jpg
133,03:57.30,237.30,7119,frame-133_03m57.30s.jpg
134,03:57.97,237.97,7139,frame-134_03m57.97s.jpg
135,04:00.67,240.67,7220,frame-135_04m00.67s.jpg
136,04:02.57,242.57,7277,frame-136_04m02.57s.jpg
137,04:04.50,244.50,7335,frame-137_04m04.50s.jpg
138,04:06.67,246.67,7400,frame-138_04m06.67s.jpg
139,04:08.40,248.40,7452,frame-139_04m08.40s.jpg
140,04:09.10,249.10,7473,frame-140_04m09.10s.jpg
141,04:11.60,251.60,7548,frame-141_04m11.60s.jpg
142,04:15.13,255.13,7654,frame-142_04m15.13s.jpg
143,04:17.23,257.23,7717,frame-143_04m17.23s.jpg
144,04:18.67,258.67,7760,frame-144_04m18.67s.jpg
145,04:21.67,261.67,7850,frame-145_04m21.67s.jpg
146,04:24.97,264.97,7949,frame-146_04m24.97s.jpg
147,04:28.30,268.30,8049,frame-147_04m28.30s.jpg
148,04:29.73,269.73,8092,frame-148_04m29.73s.jpg
149,04:31.43,271.43,8143,frame-149_04m31.43s.jpg
150,04:32.60,272.60,8178,frame-150_04m32.60s.jpg
151,04:35.23,275.23,8257,frame-151_04m35.23s.jpg
152,04:37.23,277.23,8317,frame-152_04m37.23s.jpg
153,04:38.57,278.57,8357,frame-153_04m38.57s.jpg
154,04:40.50,280.50,8415,frame-154_04m40.50s.jpg
155,04:41.83,281.83,8455,frame-155_04m41.83s.jpg
156,04:42.73,282.73,8482,frame-156_04m42.73s.jpg
157,04:44.00,284.00,8520,frame-157_04m44.00s.jpg
158,04:45.93,285.93,8578,frame-158_04m45.93s.jpg
159,04:47.90,287.90,8637,frame-159_04m47.90s.jpg
160,04:48.60,288.60,8658,frame-160_04m48.60s.jpg
161,04:49.30,289.30,8679,frame-161_04m49.30s.jpg
162,04:50.33,290.33,8710,frame-162_04m50.33s.jpg
163,04:51.87,291.87,8756,frame-163_04m51.87s.jpg
164,04:53.33,293.33,8800,frame-164_04m53.33s.jpg
165,04:54.47,294.47,8834,frame-165_04m54.47s.jpg
166,04:55.80,295.80,8874,frame-166_04m55.80s.jpg
167,04:57.70,297.70,8931,frame-167_04m57.70s.jpg
168,04:59.00,299.00,8970,frame-168_04m59.00s.jpg
169,04:59.97,299.97,8999,frame-169_04m59.97s.jpg
170,05:01.17,301.17,9035,frame-170_05m01.17s.jpg
171,05:03.17,303.17,9095,frame-171_05m03.17s.jpg
172,05:04.27,304.27,9128,frame-172_05m04.27s.jpg
173,05:05.93,305.93,9178,frame-173_05m05.93s.jpg
174,05:07.70,307.70,9231,frame-174_05m07.70s.jpg
175,05:09.20,309.20,9276,frame-175_05m09.20s.jpg
176,05:10.53,310.53,9316,frame-176_05m10.53s.jpg
177,05:11.73,311.73,9352,frame-177_05m11.73s.jpg
178,05:14.23,314.23,9427,frame-178_05m14.23s.jpg
179,05:17.37,317.37,9521,frame-179_05m17.37s.jpg
180,05:19.43,319.43,9583,frame-180_05m19.43s.jpg
181,05:21.97,321.97,9659,frame-181_05m21.97s.jpg
182,05:23.53,323.53,9706,frame-182_05m23.53s.jpg
183,05:25.07,325.07,9752,frame-183_05m25.07s.jpg
184,05:26.67,326.67,9800,frame-184_05m26.67s.jpg
185,05:29.53,329.53,9886,frame-185_05m29.53s.jpg
186,05:30.80,330.80,9924,frame-186_05m30.80s.jpg
187,05:32.80,332.80,9984,frame-187_05m32.80s.jpg
188,05:36.00,336.00,10080,frame-188_05m36.00s.jpg
189,05:37.80,337.80,10134,frame-189_05m37.80s.jpg
190,05:39.40,339.40,10182,frame-190_05m39.40s.jpg
191,05:41.93,341.93,10258,frame-191_05m41.93s.jpg
192,05:43.17,343.17,10295,frame-192_05m43.17s.jpg
193,05:44.67,344.67,10340,frame-193_05m44.67s.jpg
194,05:47.57,347.57,10427,frame-194_05m47.57s.jpg
195,05:49.43,349.43,10483,frame-195_05m49.43s.jpg
196,05:51.00,351.00,10530,frame-196_05m51.00s.jpg
197,05:52.20,352.20,10566,frame-197_05m52.20s.jpg
198,05:53.73,353.73,10612,frame-198_05m53.73s.jpg
199,05:55.83,355.83,10675,frame-199_05m55.83s.jpg
200,05:57.63,357.63,10729,frame-200_05m57.63s.jpg
201,06:00.13,360.13,10804,frame-201_06m00.13s.jpg
202,06:02.20,362.20,10866,frame-202_06m02.20s.jpg
203,06:03.60,363.60,10908,frame-203_06m03.60s.jpg
204,06:06.07,366.07,10982,frame-204_06m06.07s.jpg
205,06:07.97,367.97,11039,frame-205_06m07.97s.jpg
206,06:11.20,371.20,11136,frame-206_06m11.20s.jpg
207,06:13.07,373.07,11192,frame-207_06m13.07s.jpg
208,06:14.87,374.87,11246,frame-208_06m14.87s.jpg
209,06:16.07,376.07,11282,frame-209_06m16.07s.jpg
210,06:17.00,377.00,11310,frame-210_06m17.00s.jpg
211,06:20.03,380.03,11401,frame-211_06m20.03s.jpg
212,06:23.60,383.60,11508,frame-212_06m23.60s.jpg
213,06:26.67,386.67,11600,frame-213_06m26.67s.jpg
214,06:28.50,388.50,11655,frame-214_06m28.50s.jpg
215,06:29.20,389.20,11676,frame-215_06m29.20s.jpg
216,06:29.73,389.73,11692,frame-216_06m29.73s.jpg
217,06:31.20,391.20,11736,frame-217_06m31.20s.jpg
218,06:33.27,393.27,11798,frame-218_06m33.27s.jpg
